evn	rus
амасӣкла̄син-мӣ	вернуться
амасӣкла̄син-мӣ	назад
амасӣкла̄син-мӣ	отступить
амасӣкла̄синде-мӣ	отступать
амасӣкла̄синде-мӣ	удирать
амасӣкла̄синэн	вернуться
амасӣкла̄синэн	назад
амбар	амбар
амбулатория	амбулатория
америкаган	американец
америкады	американский
американец	американец
американецил	американец
американскай	американский
амӣ	папа
амилта-мӣ	поспеть
амилта̄де-мӣ	успевать
амилта̄н-мӣ	застать
амилта̄н-мӣ	успеть
амилта̄тэн	застать
амилтадя-мӣ	поспевать
амилтан-мӣ	захватить
амилтан-мӣ	подоспеть
амилтан-мӣ	обернуться
амин-мӣ	поспеть
амин-мӣ	успеть
аминдя-мӣ	поспевать
амлта̄нэн	успеть
амнунна	гладкий
амнунна	наледь
амнунна	прозрачный
амсир	горностай
амта	вкус
амта	нюх
амта	привкус
амта-мӣ	заметить
амта-мӣ	понюхать
амта-мӣ	почуять
амта-мӣ	отведать
амтада̄-мӣ	понюхать
амтада̄-мӣ	почуять
амтада̄рэн	почуять
амтадя-мӣ	нюхать
амтадя-мӣ	обнюхать
амтадя-мӣ	осязать
амтадя-мӣ	чуять
амтакси-мӣ	отведать
амтакси-мӣ	отхлебнуть
амтаксӣ-мӣ	попробовать
амтаксӣдя-мӣ	пробовать
амтаксӣ-мӣ	испробовать
амталӣдя-мӣ	пробовать
амталкан	вкусный
амтан	осязание
амтачӣ	вкусный
амтая а̄чин	безвкусный
амты̄л	отец
амты̄л	родители
амты̄лӈи	родительский
амтыл	предки
амтыла а̄чин	безродный
амулта-мӣ	испачкаться
амун	кал
амун	экскременты
амундя-мӣ	испражняться
амуниция	амуниция
амӈа	вход
амӈа	отверстие
амӈа	поперечина
амӈа	рот
амӈа-мӣ	проглотить
амӈат-мӣ	вымолвить
амӈат-мӣ	спросить
амӈахин-мӣ	проглотить
амӈахин-мӣ	съесть
амӈӯдя-мӣ	держать
амӣ	батька
амӣ а̄чинин	бессонница
амӣка̄н	батюшка
амӣкан	медведь
амӣн	отец
амӣнӈи	отцовский
амӣра̄н	отчим
амӣра̄нмэ	отчим
амӯт	болото
ан	рябчик
ана-мӣ	пихнуть
ана-мӣ	подвинуть
ана-мӣ	подтолкнуть
ана-мӣ	придвинуть
ана-мӣ	протолкнуть
ана-мӣ	вытеснить
ана-мӣ	вытолкать
ана-мӣ	вытолкнуть
ана-мӣ	двинуть
ана-мӣ	отодвинуть
ана-мӣ	отпихнуть
ана-мӣ	отставить
ана-мӣ	оттеснить
ана-мӣ	оттолкнуть
ана-мӣ	отшвырнуть
ана-мӣ	сбить
ана-мӣ	свергнуть
ана-мӣ	столкнуть
ана-мӣ	толкнуть
анавдя-мӣ	сталкиваться
анавча̄	вытолкнутый
анадя-мӣ	подталкивать
анадя-мӣ	придвигать
анадя-мӣ	вытеснять
анадя-мӣ	двигать
анадя-мӣ	отодвигать
анадя-мӣ	отпихивать
анадя-мӣ	отставлять
анадя-мӣ	оттеснять
анадя-мӣ	сбивать
анадя-мӣ	сдвигать
анадя-мӣ	толкать
анал-мӣ	задви́гать
анам	лось
анама̄тчэ-мӣ	толкаться
анан	свержение
анан	толчок
ананас	ананас
анатомия	анатомия
анатча-мӣ	переводить
ангар	ангар
ангина	ангина
английскай	английский
англичанин	англичанин
англияды	английский
анда	друг
анда	подруга
анда	приятель
анда-мӣ	умориться
андавка̄н-мӣ	уморить
андага̄-мӣ	присягать
андага̄нде-мӣ	клясться
андага̄рэн	присягать
андаган	клятва
андагӣ	компаньон
андагӣ	соболь
андагӣ	товарищ
анекдот	анекдот
анӣ	подарок
анӣ-мӣ	подарить
анӣвӯн	приношение
анӣвун	подарок
анӣдя-мӣ	подносить
анидя-мӣ	наделять
аникта	клевер
аникта	чай
аникта	чертополох
анкета	анкета
анни	утка
анниганӣ калтакан	полгода
анонӣмнэй	анонимный
анонӣмнэӣл	анонимный
ансамбль	ансамбль
антага	склон
антага̄	солнцепёк
антенна	антенна
антракт	антракт
анты	какой
антыкӣ	вправо
антыкӣ	направо
антыт	как
анӯ-мӣ	передвинуть
анӯ-мӣ	переложить
анӯ-мӣ	переместить
анӯв-мӣ	передвинуться
анӯвӯн	пружина
анӯдя-мӣ	передвигать
анӯдя-мӣ	пружинить
анудя-мӣ	выталкивать
анудя-мӣ	наталкивать
анудя-мӣ	отталкивать
анудя-мӣ	расшатывать
анука̄т-мӣ	пошевелить
анума̄чив-мӣ	затолкать
анумачин	толчея
анутча-мӣ	винить
анутчаран	винить
анчан	скула
анчан	щека
анчачӣ	краснощёкий
анӈа	ладонь
анӈа̄	предмет
анӈа̄вэ	предмет
анӈамапты	сегодняшний
анӈан	обряд
анӈанӣ калтакан	полугодие
анӈанипты	годовой
анӈанӣ	год
анӈанӣ дыгӣн	квартал
анӈанӣл	возраст
анӈанӣма	годовой
анӈанӣпты	годичный
анӈанӣтыкинду	ежегодно
анӈанӣтыкиты	ежегодный
анӈанӣчӣ	годовалый
анӈанӣӈичӣ	малолетний
анӈарӣдя-мӣ	бредить
анӈида̄дӯ	справа
анӈидаду	направо
анӈидэ̄лӣ	справа
анӈил-мӣ	согнуть
анӈит	справа
анӈӯ	правый
анӣ	гостинец
анӣ?	неужели?
анӣвун	дар
анӣдя-мӣ	дарить
анӯ-мӣ	растолкать
анӯдя-мӣ	сталкивать
анӯт-мӣ	обвинить
анӯтча-мӣ	толкать
анӯтчамнӣ	обвинитель
анӯчин	обвинение
ао̄дя-мӣ	умывать
ао̄дя-мӣ	умываться
апеллируйдя-мӣ	апеллировать
апелляцио̄ннай	апелляционный
апелляцио̄ннаӣл	апелляционный
апелляция	апелляция
апельсин	апельсин
апельсинил	апельсин
апеӯн	письмо
апка̄лкэ	палец
апка̄лкэ	первенец
апки-мӣ	задавить
апки-мӣ	задушить
апки-мӣ	захлестнуть
апкивӯн	петля
апкидя-мӣ	давить
апкидя-мӣ	душить
аплодируй-мӣ	аплодировать
аппара̄твэ	аппарат
аппарат	аппарат
аппендицит	аппендицит
аппетит	аппетит
аппетитнай	аппетитный
апрель	апрель
аптадя-мӣ	гипнотизировать
аптак	гипноз
аптека	аптека
аптечнай	аптечный
аптун	нитка
аптын-мӣ	обжечь
ар-мӣ	ожить
ар-мӣ	очнуться
аракӯка̄н	помаленьку
аракӯка̄н	постепенно
аракӯка̄чин	промедление
аракӯн	постепенно
аракука̄н	потихоньку
аракуканди гудне-ми	мямлить
аракучира	исподволь
аракуӈдя-мӣ	медлить
аракӣ	вино
аракӣ	водка
аракӣма̄н	алкоголик
аракӣты	алкоголик
аракӯка̄н	вполголоса
аракӯка̄н	исподволь
аракӯка̄н	мало-помалу
аракӯка̄н	медленно
аракӯка̄н	нескоро
аракӯка̄н	слегка
аракӯка̄н	спокойно
аракӯка̄тчэ-мӣ	копаться
