evn	rus
эр давлан эли-да эчэн гундерэ	песенка эта ничего не  значила
эр дарила — нян муннукады удя	а вот в стороне — опять  заячий след
эр дисциплинан куӈакандукин татыгавча бичэн	эта  его дисциплина была впитана им ещё с детства
эр дярин би таливура  эксэктэӈкив	для этого я носил бересту
эр дярин нуӈартын авадытыкира методыла бакавкил	для этого они используют любые методы
эр калимама минэ туксанчэчан	это  великан на меня напал
эр куница бичэн — упкатва нисималва агидылва бэйӈэлвэ вачимни	это была куница — убийца всех мелких лесных зверей
эр машинаду эя-вал такуставэр хавамиил машинава мурэли  туктывурдули гиркудяӈкитын	чтобы наладить что-нибудь в этой машине, рабочие  ходили вокруг неё по лесенкам
эр мунӈи тэгэӈи календарьвун  бисин	это наш народный календарь
эр нама тавар бэеду гавча бичэн	этот вьюк был взят вот тем  человеком
эр намава ними эдеӈэ дэгдэрэ, гилгэду намакал	этот вьюк важенка  не сможет поднять, навьючь его на оленя
эр сома сэвдепчу бичэн:  тарбалак горогит ичэтчэми илэ девдеривэн	это было очень занятно: видеть с  такого громадного расстояния, как человек кушает
эр станцияюду стеналду хэгдыл картинал купэмэл фигурачи улэнэл овчал бичэтын, тар фигурал — барельефил биси; тарил барельефил упкачин багдамадук дёлодук коӈконо овчал бичэтын	на этой станции в стены были вделаны большие картины с выпуклыми фигурами — барельефами
